source,topic,decay_rate,half_life_days,r2,n_obs,avg_tone,first_date,year,tone_category
abc,"AFFECT,120",1.5861031398826196e-06,437012.6778837611,0.0001353486836291884,6,,2016-10-11 13:00:00,2016,unknown
abc,"AFFECT,169",1.3495668012608862e-05,51360.716632355296,0.009519342045521961,7,,2016-07-22 15:45:00,2016,unknown
abc,"ARMEDCONFLICT,1334",1.4483303662576516e-05,47858.36137310108,0.00923010535696045,6,,2016-01-23 13:30:00,2016,unknown
abc,"ARMEDCONFLICT,1444",7.141941027276901e-05,9705.305293233854,0.39266441715151956,5,,2016-05-29 18:00:00,2016,unknown
abc,"ARMEDCONFLICT,1760",7.599714261265085e-05,9120.700551767333,0.29412769103941816,5,,2016-05-29 18:00:00,2016,unknown
abc,"ARMEDCONFLICT,306",2.8198764083737616e-05,24580.764550588483,0.0705435456638791,7,,2016-01-04 07:30:00,2016,unknown
abc,"ARMEDCONFLICT,456",0.000637096227980013,1087.9787858070488,0.1681261717239454,7,,2016-05-02 20:30:00,2016,unknown
abc,"ARMEDCONFLICT,459",5.057631699409929e-05,13704.975406588312,0.2159657368404161,9,,2016-05-31 15:45:00,2016,unknown
abc,"ARMEDCONFLICT,727",6.238351294060244e-05,11111.063610988296,0.058157822757111344,6,,2020-02-28 16:45:00,2020,unknown
abc,"ARREST,422",0.00010013212592074089,6922.325619138484,0.16373196646982802,5,,2016-04-14 13:00:00,2016,unknown
abc,"ARREST,660",3.972868774133394e-05,17447.01926912102,0.08541668036517902,5,,2016-03-10 20:15:00,2016,unknown
abc,"ARREST,936",6.289135734932e-05,11021.342355674882,0.20218480620278045,7,,2016-05-29 18:00:00,2016,unknown
abc,"ARREST,965",0.0001231138377936281,5630.13218483081,0.7627338440551905,5,,2016-06-10 21:15:00,2016,unknown
abc,"CRISISLEX_C03_WELLBEING_HEALTH,1794",0.00012946507129251851,5353.931941950745,0.7262481993303331,5,,2016-06-10 21:15:00,2016,unknown
abc,"CRISISLEX_C03_WELLBEING_HEALTH,2127",0.00010840004168334091,6394.344225298109,0.17671663016087158,5,,2020-11-16 10:45:00,2020,unknown
abc,"CRISISLEX_C03_WELLBEING_HEALTH,821",8.454901648719486e-05,8198.169645946431,0.20147543671781265,6,,2020-02-22 20:15:00,2020,unknown
abc,"CRISISLEX_C03_WELLBEING_HEALTH,933",0.00010969594800390336,6318.803868081624,0.29214188549761877,7,,2016-05-30 17:30:00,2016,unknown
abc,"CRISISLEX_C03_WELLBEING_HEALTH,984",3.5709640064129786e-07,1941064.5957650223,8.052188245177838e-06,8,,2016-06-15 23:00:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,1113",3.622727091586623e-05,19133.298287075002,0.13902462238514035,14,,2016-07-06 16:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,1154",3.2493345132567066e-05,21331.97360050275,0.12790096556900932,10,,2016-03-08 21:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,1183",3.326647909133681e-05,20836.20507769496,0.06833195797833369,8,,2016-01-06 13:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,125",3.634768679693608e-36,1.9069911778220065e+35,0.0,34,,2016-02-01 22:15:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,132",9.247285336386962e-36,7.495682844699234e+34,0.0,28,,2016-02-26 20:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,133",2.1243663555971688e-35,3.2628420174970174e+34,0.0,29,,2016-01-01 03:15:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,144",7.634077620574956e-36,9.079645439965298e+34,0.0,29,,2016-01-29 13:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,146",8.1695059939079e-36,8.484566644260173e+34,0.0,30,,2016-05-02 15:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,1469",0.0001335681255771357,5189.4655073201,0.6030024507157429,5,,2016-09-29 23:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,158",1.5714203031298548e-35,4.4109598124663335e+34,0.0,28,,2016-01-14 11:00:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,1615",0.00015007839636330838,4618.567344509606,0.46609737025776565,5,,2020-01-07 15:30:00,2020,unknown
abc,"CRISISLEX_C07_SAFETY,164",7.790858618101203e-36,8.89692926719905e+34,0.0,25,,2016-04-03 22:00:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,1656",6.844376310914069e-05,10127.251177797603,0.32941923000648554,7,,2016-06-12 18:15:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,17",3.7265958826640646e-06,186000.09294928674,0.0034019520295146544,43,,2016-01-05 16:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,1796",3.704283342756365e-05,18712.045392407075,0.07314190999191017,6,,2016-06-22 19:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,192",1.3970286638760204e-35,4.961581666025564e+34,0.0,25,,2016-05-08 23:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,206",2.11086698264762e-35,3.2837084774074396e+34,0.0,29,,2016-03-18 17:15:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,22",4.546802006486829e-36,1.5244718806120135e+35,0.0,52,,2016-01-05 20:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,23",7.051221268953789e-36,9.83017202441003e+34,0.0,39,,2016-01-16 06:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,24",6.022931007722364e-36,1.150846954200902e+35,0.0,39,,2016-01-11 15:00:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,25",1.633763754753769e-35,4.242640213697312e+34,0.0,30,,2016-03-05 01:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,267",1.3337450925409501e-05,51969.98920081601,0.013923218336602816,12,,2016-03-11 20:00:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,283",1.8519725850846778e-35,3.7427507628481037e+34,0.0,25,,2016-01-04 08:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,29",1.8105358047325882e-35,3.8284091303144455e+34,0.0,46,,2016-02-12 16:00:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,34",2.7766642354221423e-36,2.4963305671510716e+35,0.0,60,,2016-01-15 23:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,35",3.680448305214314e-36,1.883322690819816e+35,0.0,45,,2016-03-19 22:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,36",6.796719970997996e-36,1.019826009483464e+35,0.0,43,,2016-01-11 08:00:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,360",7.57460005808078e-36,9.150940977015386e+34,0.0,29,,2016-01-14 16:00:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,37",6.69233093232636e-36,1.0357335696174194e+35,0.0,34,,2016-01-05 20:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,395",8.50086924020901e-36,8.153838871928148e+34,0.0,29,,2016-03-02 17:00:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,403",1.875324641630505e-05,36961.450042979595,0.05111990585931947,16,,2016-03-17 00:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,417",1.570919817284734e-05,44123.65118405724,0.032193205617509824,15,,2016-03-10 22:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,46",1.4544368902362008e-35,4.765742571665506e+34,0.0,26,,2016-01-14 22:15:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,47",3.445739249394465e-36,2.011606596992953e+35,0.0,35,,2016-01-25 05:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,483",3.999000486313872e-36,1.7333010659342585e+35,0.0,25,,2016-01-30 13:15:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,493",1.9753378156569388e-05,35090.057764596844,0.07570518006216487,22,,2016-04-12 20:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,50",1.5136540120857056e-05,45792.973494969214,0.042708341957650164,29,,2016-01-29 14:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,503",3.252927197751501e-05,21308.413574059225,0.12497083139825449,15,,2016-02-06 14:15:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,517",2.0114895402536002e-05,34459.3977094485,0.04945068598084901,11,,2016-02-10 09:00:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,54",1.6339920472748686e-35,4.242047454979717e+34,0.0,30,,2016-01-01 19:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,55",3.951654729608889e-36,1.75406817646882e+35,0.0,25,,2016-01-13 17:00:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,6",2.948339564796356e-36,2.3509747277288987e+35,0.0,149,,2016-04-18 22:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,60",4.5505481679341524e-36,1.5232168850431457e+35,0.0,25,,2016-02-23 01:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,62",1.883358351221765e-35,3.680378617857241e+34,0.0,27,,2016-03-03 15:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,736",2.7473239882424474e-05,25229.903117592406,0.07045408904118189,11,,2016-03-31 10:30:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,811",1.7977147744786512e-05,38557.12766008514,0.05089406643752292,19,,2016-01-25 19:15:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,812",3.754938711921728e-05,18459.613691143357,0.11615050667238824,15,,2016-07-06 16:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,869",2.783102545084206e-05,24905.5566344205,0.08047747207967282,14,,2016-02-05 08:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,9",2.686217942932227e-06,258038.32573738167,0.0008780037920782524,54,,2016-01-04 23:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,904",4.4067832773893576e-05,15729.096189422226,0.12444392258938297,9,,2016-02-05 05:45:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,91",1.2773358672867866e-05,54265.06828092696,0.04353711659251924,26,,2016-02-04 22:15:00,2016,unknown
abc,"CRISISLEX_C07_SAFETY,98",4.0622880241578425e-36,1.7062974767862315e+35,0.0,26,,2016-01-21 22:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,102",1.6698632008247361e-35,4.150921945088698e+34,0.0,29,,2016-01-04 01:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,103",7.727807917508156e-36,8.969518755629885e+34,0.0,38,,2016-01-19 21:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,105",2.746736798662798e-35,2.523529669451373e+34,0.0,39,,2016-02-16 10:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,106",7.732791749898984e-36,8.963737844989814e+34,0.0,28,,2016-02-08 23:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,108",1.680480125368518e-35,4.1246972820219624e+34,0.0,28,,2016-01-25 20:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,11",2.424998086578586e-36,2.8583411442517965e+35,0.0,163,,2016-02-13 08:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,1151",5.544097126762577e-06,125024.35738615965,0.0031511987780533657,14,,2016-05-17 04:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,117",1.6033893924095965e-35,4.323012138169842e+34,0.0,27,,2016-02-10 04:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,118",4.451430589743973e-36,1.5571335250221481e+35,0.0,26,,2016-03-03 21:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,119",4.275499257882115e-35,1.6212075801021152e+34,0.0,31,,2016-01-27 08:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,123",7.87281286850187e-36,8.804314190333923e+34,0.0,26,,2016-04-09 16:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,124",7.456914222351804e-36,9.295362128241522e+34,0.0,28,,2016-02-19 19:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,125",1.4847342508734195e-35,4.668493234746824e+34,0.0,31,,2016-01-27 14:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,127",1.4799691459884084e-35,4.683524534540359e+34,0.0,31,,2016-01-18 12:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,132",9.373197754133583e-06,73949.91535885043,0.03446579639764835,38,,2016-01-28 22:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,137",4.273350533316272e-36,1.6220227551097673e+35,0.0,26,,2016-01-05 16:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,14",5.998162181146089e-06,115559.9264619256,0.004591239721237761,59,,2016-01-03 06:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,141",7.558772602265145e-36,9.170102304072876e+34,0.0,30,,2016-01-27 14:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,144",1.6281335457778063e-35,4.257311584528583e+34,0.0,27,,2016-04-09 08:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,147",7.792866033724612e-36,8.894637448664757e+34,0.0,28,,2016-01-16 18:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,151",4.7751356282906896e-36,1.4515759017468257e+35,0.0,25,,2016-03-13 18:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,154",1.7841208183124733e-35,3.8850910400539172e+34,0.0,31,,2016-02-08 21:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,160",1.720398521850806e-05,40289.91955969929,0.06453640768115176,25,,2016-02-06 14:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,161",1.3248537164976152e-35,5.231877088984209e+34,0.0,37,,2016-01-02 06:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,1622",6.854010441314772e-05,10113.016116546538,0.051388371835039526,5,,2020-02-27 16:45:00,2020,unknown
abc,"CRISISLEX_CRISISLEXREC,165",1.329196484407648e-05,52147.834326303084,0.04787972485460845,32,,2016-05-03 22:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,1662",0.00011159869460483441,6211.068893004044,0.7199079273931914,6,,2016-07-08 09:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,168",9.10097035500247e-36,7.61618985143653e+34,0.0,26,,2016-03-18 21:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,169",6.62392828249398e-06,104642.91746512809,0.00792451603282518,27,,2016-04-26 08:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,177",4.271611234264106e-36,1.6226832044076631e+35,0.0,26,,2016-01-07 12:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,191",4.0582834465883066e-36,1.7079811937302114e+35,0.0,26,,2016-01-18 21:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,197",3.622014666828697e-36,1.9137061672001443e+35,0.0,26,,2016-01-06 02:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,198",1.614742778496919e-35,4.29261669282807e+34,0.0,29,,2016-02-08 17:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,200",9.326941077282625e-07,743166.6768520977,0.00018178995291973088,36,,2016-02-01 21:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,208",1.5109347345252457e-35,4.587538857379837e+34,0.0,28,,2016-04-20 10:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,21",2.7642937872667793e-35,2.5075018572656883e+34,0.0,36,,2016-01-14 17:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,211",1.18234880833661e-05,58624.59332412242,0.03379299530471169,24,,2016-01-19 18:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,223",4.568920048640461e-36,1.517091945537983e+35,0.0,26,,2016-02-19 08:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,23",7.905204471396176e-36,8.768238482230242e+34,0.0,28,,2016-04-01 17:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,234",9.349362546462669e-36,7.41384428205961e+34,0.0,25,,2016-06-06 15:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,263",4.343660671915994e-06,159576.73329353263,0.002864209247971372,23,,2016-04-06 09:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,27",3.59735367177213e-36,1.9268252271078112e+35,0.0,42,,2016-01-14 17:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,270",1.319184083665551e-35,5.254362822767933e+34,0.0,26,,2016-01-15 02:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,272",4.016829971653089e-36,1.7256074701979157e+35,0.0,26,,2016-02-06 15:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,278",1.3979976648686206e-35,4.958142620539248e+34,0.0,25,,2016-01-28 23:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,29",2.1470724204094393e-35,3.228336286988235e+34,0.0,37,,2016-01-17 23:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,290",2.3690976247343536e-05,29257.856380556193,0.09444845227525855,14,,2016-05-02 20:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,30",7.72548179900629e-36,8.972219449783742e+34,0.0,26,,2016-01-16 10:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,3034",0.00026150514392583396,2650.6062945994295,0.9881939863892685,6,,2016-03-23 14:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,32",2.8761473279002734e-36,2.4099849609094128e+35,0.0,43,,2016-02-15 11:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,34",1.162246431930571e-05,59638.57246768057,0.034900422937653386,43,,2016-01-18 20:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,36",2.8071670422894097e-35,2.469205323793781e+34,0.0,37,,2016-02-05 15:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,369",1.5307854688307996e-05,45280.49126892777,0.04843642858729813,23,,2016-03-26 19:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,39",2.2257463465874666e-35,3.114223602445465e+34,0.0,39,,2016-01-05 07:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,443",0.0001051143586809326,6594.219755114008,0.640591693604607,8,,2016-07-07 15:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,46",1.3333913250611217e-35,5.19837775701872e+34,0.0,42,,2016-01-15 11:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,508",1.9989757685343992e-05,34675.11670079643,0.08204999117120915,23,,2016-01-01 09:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,51",3.457658681930464e-36,2.0046720753042937e+35,0.0,34,,2016-01-20 16:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,53",7.71885118787025e-36,8.979926723411742e+34,0.0,27,,2016-03-23 18:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,537",6.294262976649564e-06,110123.64483838384,0.007404092531936746,25,,2016-04-04 18:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,55",9.951959137828922e-36,6.964931939131327e+34,0.0,34,,2016-01-22 07:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,57",2.3764088372827778e-35,2.9167842236797113e+34,0.0,29,,2016-01-14 10:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,574",5.389484169666104e-05,12861.104304957778,0.03023953538986046,5,,2016-02-21 22:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,576",2.0594981047605335e-05,33656.12131216505,0.056631900608179575,19,,2016-02-19 19:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,58",2.2728539378478754e-35,3.0496776278385665e+34,0.0,36,,2016-01-09 08:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,59",3.75644783778167e-35,1.84521976743134e+34,0.0,30,,2016-01-13 12:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,594",2.690467559972133e-05,25763.07519452584,0.10860117147194082,13,,2016-01-08 14:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,595",1.0782431480543926e-05,64284.86763961139,0.012832478329912522,10,,2016-03-09 10:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,60",1.330454194520242e-35,5.209853773356641e+34,0.0,36,,2016-02-13 11:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,61",7.051119087894532e-36,9.830314478023083e+34,0.0,29,,2016-01-04 22:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,62",3.2188343405712487e-35,2.153410543137588e+34,0.0,39,,2016-01-11 16:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,64",7.036593852678703e-36,9.850606629741418e+34,0.0,30,,2016-02-15 12:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,66",1.2601604656440518e-35,5.500467594860522e+34,0.0,39,,2016-01-15 17:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,68",6.989007604738313e-36,9.91767672551987e+34,0.0,38,,2016-02-01 22:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,70",6.651037725398834e-36,1.0421639587352968e+35,0.0,42,,2016-01-19 20:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,709",2.5546003532250822e-05,27133.292285224743,0.10737715282147764,15,,2016-01-05 07:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,72",1.4038258321199345e-35,4.937558240492093e+34,0.0,36,,2016-01-04 23:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,727",3.0447404595588204e-06,227653.9461299048,0.0012152475955440334,13,,2016-03-04 15:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,73",8.367833092849185e-36,8.283472828255635e+34,0.0,27,,2016-03-15 10:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,78",3.403925260557991e-35,2.0363172734477742e+34,0.0,27,,2016-01-28 12:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,81",9.875677460191064e-36,7.018730445116572e+34,0.0,28,,2016-01-16 16:30:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,82",7.415447685320041e-36,9.347340982960894e+34,0.0,34,,2016-01-11 08:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,84",7.758461475009097e-36,8.934080330135718e+34,0.0,30,,2016-04-26 19:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,89",6.632733840323493e-36,1.0450399446846172e+35,0.0,35,,2016-01-14 11:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,90",1.0857269027717874e-06,638417.6156917429,0.00032623701771017366,31,,2016-02-05 00:15:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,92",8.141488587143522e-36,8.513764689844502e+34,0.0,26,,2016-03-09 12:00:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,97",7.447002416377275e-36,9.307734062709474e+34,0.0,25,,2016-01-04 05:45:00,2016,unknown
abc,"CRISISLEX_CRISISLEXREC,98",1.1077997197018376e-05,62569.71979975809,0.04480759266285217,34,,2016-01-21 16:15:00,2016,unknown
abc,"CRISISLEX_T01_CAUTION_ADVICE,486",6.419201057975942e-05,10798.028824766296,0.35178032500437817,5,,2016-03-13 18:30:00,2016,unknown
abc,"CRISISLEX_T02_INJURED,132",7.919491313362732e-05,8752.420491836172,0.3544643558245867,6,,2016-06-12 18:15:00,2016,unknown
abc,"CRISISLEX_T02_INJURED,165",5.24044039349939e-05,13226.88798101346,0.18895642811396396,7,,2016-05-03 22:00:00,2016,unknown
abc,"CRISISLEX_T03_DEAD,132",5.854544695456743e-05,11839.47201048517,0.24666768248947657,10,,2016-02-20 10:30:00,2016,unknown
abc,"CRISISLEX_T03_DEAD,144",3.341606895417308e-05,20742.93004094916,0.13637484211629614,9,,2016-03-05 13:15:00,2016,unknown
abc,"CRISISLEX_T03_DEAD,165",4.321850396538212e-05,16038.203939570743,0.20425002313040397,10,,2016-04-12 20:00:00,2016,unknown
abc,"CRISISLEX_T03_DEAD,279",1.94462715966078e-05,35644.219876105075,0.015289777741725463,6,,2016-05-25 10:30:00,2016,unknown
abc,"CRISISLEX_T03_DEAD,43",8.722828153572398e-36,7.94635831815705e+34,0.0,27,,2016-02-04 05:00:00,2016,unknown
abc,"CRISISLEX_T03_DEAD,44",7.570030841298775e-36,9.156464419912765e+34,0.0,25,,2016-01-11 18:00:00,2016,unknown
abc,"CRISISLEX_T03_DEAD,48",7.3134601148374e-36,9.477691402920245e+34,0.0,26,,2016-02-20 18:00:00,2016,unknown
abc,"CRISISLEX_T03_DEAD,49",4.2889205053665704e-36,1.6161343622308584e+35,0.0,26,,2016-01-14 10:00:00,2016,unknown
abc,"CRISISLEX_T03_DEAD,57",7.926736092473812e-36,8.744421064024912e+34,0.0,25,,2016-02-11 23:00:00,2016,unknown
abc,"CRISISLEX_T03_DEAD,621",4.203303106298751e-05,16490.535253602044,0.02336932563581806,8,,2016-02-07 07:15:00,2016,unknown
abc,"CRISISLEX_T03_DEAD,657",4.199380646990344e-05,16505.938347282645,0.1687146671106995,9,,2016-01-01 22:00:00,2016,unknown
abc,"CRISISLEX_T03_DEAD,78",1.407601558961756e-35,4.924313816981058e+34,0.0,25,,2016-02-27 00:45:00,2016,unknown
abc,"CRISISLEX_T03_DEAD,86",3.0890516260185064e-05,22438.834453969488,0.14803667238639873,19,,2016-04-11 22:30:00,2016,unknown
abc,"CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE,574",7.45419689936745e-05,9298.75062220002,0.2399612274480557,5,,2016-04-27 12:30:00,2016,unknown
abc,"ECON_STOCKMARKET,27",0.0007013678785571059,988.2790497704675,0.29648532507664926,6,,2020-03-04 10:00:00,2020,unknown
abc,"ECON_STOCKMARKET,6",2.9181062009535504e-06,237533.22628677645,0.003459988749074272,59,,2016-04-19 01:45:00,2016,unknown
abc,"EDUCATION,110",0.00010366058046923631,6686.699779436917,0.24200628737208785,6,,2016-03-14 17:45:00,2016,unknown
abc,"EDUCATION,1201",0.0001280129015356567,5414.666586296195,0.6001811770061484,5,,2016-06-02 00:45:00,2016,unknown
abc,"EDUCATION,13",3.078706431312715e-05,22514.234339140854,0.0751383993459046,8,,2016-05-12 21:30:00,2016,unknown
abc,"EDUCATION,131",4.7125229692471105e-05,14708.62179523095,0.16860390328738517,7,,2016-05-13 08:15:00,2016,unknown
abc,"EDUCATION,1540",0.00013975816883057213,4959.618363347639,0.9960565294077233,5,,2016-07-02 21:15:00,2016,unknown
abc,"EDUCATION,1738",8.81181143232859e-06,78661.14542770869,0.006411117308380954,6,,2016-01-28 04:00:00,2016,unknown
abc,"EDUCATION,174",5.7267044926753784e-05,12103.770701744794,0.17852471973521,5,,2016-03-14 17:45:00,2016,unknown
abc,"EDUCATION,1870",0.00013514372678924327,5128.963045698072,0.6352801711154461,5,,2016-06-02 00:45:00,2016,unknown
abc,"EDUCATION,1888",0.00014289786673925313,4850.647503539968,0.39569022506049223,5,,2016-06-11 14:15:00,2016,unknown
abc,"EDUCATION,196",6.637871523069308e-05,10442.310884610773,0.3141323109225884,7,,2016-06-11 14:15:00,2016,unknown
abc,"EDUCATION,198",2.7149492139714815e-05,25530.760464796902,0.03804603928994743,6,,2016-01-21 06:30:00,2016,unknown
abc,"EDUCATION,3672",0.0001298573344275821,5337.75919254291,0.5804850132436172,5,,2016-06-02 00:45:00,2016,unknown
abc,"EDUCATION,40",5.719430194464443e-05,12119.164969104939,0.16814173785782094,6,,2016-06-10 21:15:00,2016,unknown
abc,"EDUCATION,412",2.743621746674016e-05,25263.948333993932,0.10796492306511751,10,,2016-01-27 22:45:00,2016,unknown
