source,topic,decay_rate,half_life_days,r2,n_obs,avg_tone,first_date,year
abc,"TAX_FNCACT_OFFICIALS,1607",3.7087320717288914e-05,18689.5997649359,0.08588900365810015,6,,2016-03-31 19:00:00,2016
abc,"TAX_FNCACT_OFFICIALS,1689",4.29137598060171e-05,16152.096290168369,0.10993959062590586,5,,2016-01-04 15:00:00,2016
abc,"TAX_FNCACT_OFFICIALS,1765",1.8535724414524943e-05,37395.20317947661,0.01590110389259991,7,,2016-07-06 23:45:00,2016
abc,"TAX_FNCACT_OFFICIALS,1777",4.1147565819483326e-05,16845.39939982892,0.1292124454903305,9,,2016-05-11 19:00:00,2016
abc,"TAX_FNCACT_OFFICIALS,2459",0.00010717474833665316,6467.448641751491,0.5122186734819456,7,,2016-07-04 17:45:00,2016
abc,"TAX_FNCACT_OFFICIALS,368",5.4382786650229184e-05,12745.709134363091,0.0662798348503496,7,,2016-04-11 08:00:00,2016
abc,"TAX_FNCACT_OFFICIALS,419",0.00011817317803730627,5865.520349644185,0.5932774889931316,6,,2016-07-07 15:15:00,2016
abc,"TAX_FNCACT_OFFICIALS,707",4.8416732627253824e-05,14316.273382102865,0.17500781675046995,6,,2016-05-04 00:30:00,2016
abc,"TAX_FNCACT_OFFICIALS,809",6.755409906008774e-05,10260.62356250814,0.29483112432165426,6,,2016-04-23 20:00:00,2016
abc,"TAX_FNCACT_OFFICIALS,9",8.017553994976602e-06,86453.6966005139,0.005439035476256127,49,,2016-04-19 00:15:00,2016
abc,"TAX_FNCACT_OFFICIALS,965",7.731169381564492e-05,8965.618865016755,0.07736601532018794,5,,2020-03-06 07:15:00,2020
abc,"TAX_FNCACT_POLICE,1109",7.153652260061865e-06,96894.16753309601,0.003715127999380119,8,,2016-02-12 09:15:00,2016
abc,"TAX_FNCACT_POLICE,1113",3.9689089915641914e-05,17464.426169337992,0.12589278274997162,9,,2016-07-06 16:45:00,2016
abc,"TAX_FNCACT_POLICE,1183",4.865254418170625e-05,14246.884561086823,0.17698810879892735,5,,2016-05-13 18:00:00,2016
abc,"TAX_FNCACT_POLICE,123",1.0142387129681328e-05,68341.62132615459,0.0039572471510607166,6,,2016-07-28 23:30:00,2016
abc,"TAX_FNCACT_POLICE,160",1.561316758625193e-35,4.439503878574207e+34,0.0,29,,2016-01-20 08:15:00,2016
abc,"TAX_FNCACT_POLICE,18",1.62373261972048e-35,4.268850500024248e+34,0.0,27,,2016-02-02 09:30:00,2016
abc,"TAX_FNCACT_POLICE,32",1.1857894725155528e-35,5.84544893192121e+34,0.0,25,,2016-01-21 07:30:00,2016
abc,"TAX_FNCACT_POLICE,35",1.5343847825152602e-35,4.517427365407618e+34,0.0,25,,2016-03-30 12:45:00,2016
abc,"TAX_FNCACT_POLICE,36",1.742938340047165e-35,3.9768887093343094e+34,0.0,29,,2016-01-11 08:00:00,2016
abc,"TAX_FNCACT_POLICE,403",2.6385606126970157e-05,26269.897959684997,0.04414031263856466,11,,2016-03-17 00:30:00,2016
abc,"TAX_FNCACT_POLICE,417",3.138756016344026e-05,22083.49986270396,0.10114209653753303,10,,2016-06-09 11:30:00,2016
abc,"TAX_FNCACT_POLICE,493",2.022253833563502e-05,34275.973127395206,0.06904525914942905,20,,2016-01-11 15:00:00,2016
abc,"TAX_FNCACT_POLICE,50",3.5916929204816606e-05,19298.620341601792,0.12974853990364887,12,,2016-01-29 14:30:00,2016
abc,"TAX_FNCACT_POLICE,6",4.9128419615452046e-36,1.4108884144564141e+35,0.0,150,,2016-04-18 22:30:00,2016
abc,"TAX_FNCACT_POLICE,736",7.337763220936468e-05,9446.30072802327,0.32430094301506107,6,,2016-06-29 16:00:00,2016
abc,"TAX_FNCACT_POLICE,811",2.9066969110106568e-05,23846.55854328267,0.10625810981443762,14,,2016-02-19 13:30:00,2016
abc,"TAX_FNCACT_POLICE,812",3.4508297103180087e-05,20086.391933146675,0.14393879105420904,13,,2016-07-06 16:45:00,2016
abc,"TAX_FNCACT_POLICE,904",8.068969644053937e-05,8590.281177606472,0.17711469716137085,6,,2016-02-05 05:45:00,2016
abc,"TAX_FNCACT_POLICE,91",2.362576805024599e-05,29338.609398255237,0.08016130807778721,12,,2016-04-11 15:30:00,2016
abc,"TAX_FNCACT_PRESIDENT,1132",3.157598641811708e-05,21951.71898611675,0.1292040129192148,11,,2016-01-01 15:00:00,2016
abc,"TAX_FNCACT_PRESIDENT,1269",1.855706607234847e-05,37352.19661651098,0.02159075033725233,9,,2016-04-13 20:00:00,2016
abc,"TAX_FNCACT_PRESIDENT,1302",5.8547551374782644e-05,11839.046455126298,0.17852162344479672,7,,2016-01-07 12:30:00,2016
abc,"TAX_FNCACT_PRESIDENT,1367",3.962899521850664e-05,17490.909793146795,0.18484045669657612,11,,2016-01-13 00:30:00,2016
abc,"TAX_FNCACT_PRESIDENT,151",2.1160321589090626e-06,327569.30353898916,0.0005572746692473762,24,,2016-05-23 10:00:00,2016
abc,"TAX_FNCACT_PRESIDENT,155",1.0441720139305839e-05,66382.47063821665,0.009611386815495337,10,,2016-04-28 19:15:00,2016
abc,"TAX_FNCACT_PRESIDENT,1750",6.480487852395229e-05,10695.910498524487,0.06731976263419204,6,,2020-03-02 11:00:00,2020
abc,"TAX_FNCACT_PRESIDENT,20",3.06825709650856e-36,2.2590909391155432e+35,0.0,34,,2016-01-01 23:45:00,2016
abc,"TAX_FNCACT_PRESIDENT,208",2.6698959845104105e-06,259615.7994848067,0.0005078506724438547,9,,2016-05-04 14:30:00,2016
abc,"TAX_FNCACT_PRESIDENT,2083",6.109684785074439e-05,11345.056331764588,0.1895898128558563,6,,2016-06-02 00:45:00,2016
abc,"TAX_FNCACT_PRESIDENT,210",2.783406143309838e-05,24902.840076931843,0.11219705246282297,11,,2016-01-15 07:45:00,2016
abc,"TAX_FNCACT_PRESIDENT,2198",7.914858200065707e-05,8757.543888204984,0.2655268147948089,5,,2016-04-04 21:30:00,2016
abc,"TAX_FNCACT_PRESIDENT,2263",3.76451021923863e-05,18412.678946057793,0.07652686966543343,5,,2016-07-11 06:45:00,2016
abc,"TAX_FNCACT_PRESIDENT,2413",0.00011501512570242449,6026.574125157296,0.66864854431181,6,,2016-07-02 21:15:00,2016
abc,"TAX_FNCACT_PRESIDENT,242",7.99110837336266e-05,8673.980481486935,0.3264603243364388,10,,2016-06-26 13:45:00,2016
abc,"TAX_FNCACT_PRESIDENT,2769",4.748682394122232e-05,14596.621189446169,0.22268945465993428,8,,2016-06-05 14:15:00,2016
abc,"TAX_FNCACT_PRESIDENT,28",1.0860612566602514e-05,63822.10729912631,0.013873647879886986,22,,2016-07-28 23:45:00,2016
abc,"TAX_FNCACT_PRESIDENT,30",9.402603260179196e-06,73718.64593026924,0.011831371152320247,21,,2016-02-12 07:00:00,2016
abc,"TAX_FNCACT_PRESIDENT,36",1.7933798046537797e-35,3.8650328210524295e+34,0.0,28,,2016-06-26 06:45:00,2016
abc,"TAX_FNCACT_PRESIDENT,37",6.784717241241748e-35,1.0216301666141131e+34,0.0,31,,2016-03-22 22:45:00,2016
abc,"TAX_FNCACT_PRESIDENT,42",1.8690245824356424e-35,3.708603873238853e+34,0.0,28,,2016-02-24 05:45:00,2016
abc,"TAX_FNCACT_PRESIDENT,433",6.766197251389728e-05,10244.265054755504,0.282018677468992,8,,2016-07-08 09:00:00,2016
abc,"TAX_FNCACT_PRESIDENT,453",1.2077375740114263e-06,573922.0137514637,0.00011199714075160738,11,,2016-04-15 02:15:00,2016
abc,"TAX_FNCACT_PRESIDENT,467",4.909331966251754e-05,14118.97148786944,0.24371694096382868,9,,2016-06-08 05:15:00,2016
abc,"TAX_FNCACT_PRESIDENT,53",2.346567583103233e-05,29538.769117541822,0.09978214293426024,22,,2016-03-04 20:30:00,2016
abc,"TAX_FNCACT_PRESIDENT,586",2.9045796129437285e-05,23863.94153119651,0.11102346942908226,13,,2016-04-13 14:00:00,2016
abc,"TAX_FNCACT_PRESIDENT,708",3.9257529329025396e-05,17656.41374806185,0.14921873477826664,12,,2016-06-08 05:15:00,2016
abc,"TAX_FNCACT_PRESIDENT,825",0.00015523124067075514,4465.255689285559,0.402468272834955,5,,2020-09-19 08:45:00,2020
abc,"TAX_FNCACT_PRESIDENT,858",9.609412833995134e-05,7213.21055234306,0.48584442694967767,9,,2016-06-26 13:45:00,2016
abc,"TAX_FNCACT_PRESIDENT,9",4.975124210889216e-06,139322.58797535778,0.016165353007589367,137,,2016-04-22 17:00:00,2016
abc,"TAX_FNCACT_PRESIDENT,987",3.3450955388313045e-05,20721.296970851665,0.15405038670097027,12,,2016-05-18 18:15:00,2016
abc,"TAX_FNCACT_VICTIMS,574",7.45419689936745e-05,9298.75062220002,0.2399612274480557,5,,2016-04-27 12:30:00,2016
abc,"TAX_FNCACT_WOMAN,7",1.6363417710115457e-35,4.23595603827591e+34,0.0,27,,2016-04-22 16:15:00,2016
abc,"TAX_FNCACT_WOMEN,563",7.219799934638398e-05,9600.642494737791,0.35217730663316005,7,,2016-05-24 15:00:00,2016
abc,"TAX_MILITARY_TITLE_OFFICERS,518",0.00012256849727466877,5655.182171375108,0.5893165173986401,5,,2016-03-11 21:15:00,2016
abc,"TAX_POLITICAL_PARTY_REPUBLICAN,1293",6.137415899442127e-05,11293.795172377846,0.34057642686386125,5,,2016-01-13 23:15:00,2016
abc,"TAX_WORLDLANGUAGES_CHINESE,22",2.9669549280957036e-05,23362.241670615185,0.044900448241768864,19,,2020-01-06 12:15:00,2020
abc,"TAX_WORLDLANGUAGES_FRENCH,20",3.39469603496418e-05,20418.534484995773,0.06747673921275865,20,,2020-01-07 15:30:00,2020
abc,"TAX_WORLDLANGUAGES_GERMAN,13",7.4523879387525025e-06,93010.07760956351,0.011695098667191206,41,,2016-02-10 14:45:00,2016
abc,"TAX_WORLDLANGUAGES_GERMAN,6",5.215570124893126e-35,1.3289959946117086e+34,0.0,30,,2016-04-22 05:45:00,2016
abc,"TAX_WORLDLANGUAGES_KANSAS,6",1.6315516567206124e-35,4.248392490086142e+34,0.0,27,,2016-04-20 07:45:00,2016
fox,"TAX_DISEASE_CORONAVIRUS,128",0.0004447867913932192,1558.3807657344753,0.1487190377495926,8,,2020-02-27 23:15:00,2020
fox,"TAX_DISEASE_CORONAVIRUS,181",0.00015529128214589896,4463.529252780082,0.01846037957336555,16,,2020-03-10 17:00:00,2020
fox,"TAX_DISEASE_CORONAVIRUS,38",9.160717972085826e-05,7566.515885240389,0.0013855875115982297,894,,2020-01-23 17:00:00,2020
fox,"TAX_DISEASE_CORONAVIRUS,44",0.000182561640917828,3796.7843467836415,0.00873424415787838,71,,2020-02-27 16:00:00,2020
fox,"TAX_ETHNICITY_AMERICAN,8",3.3277676758228793e-35,2.0829193864579086e+34,0.0,29,,2016-04-21 23:30:00,2016
fox,"TAX_FNCACT_ACTOR,5",1.9975773910718654e-35,3.469939055467656e+34,0.0,28,,2016-05-09 15:00:00,2016
fox,"TAX_FNCACT_AUTHORITIES,11",6.439384128125961e-36,1.0764184381118296e+35,0.0,51,,2016-04-22 15:45:00,2016
fox,"TAX_FNCACT_DIRECTOR,576",7.075276206851631e-05,9796.750830571224,0.22972633008498833,5,,2016-02-03 14:00:00,2016
fox,"TAX_FNCACT_JUDGE,5",1.0602257327579132e-35,6.537732099341671e+34,0.0,26,,2016-05-26 19:45:00,2016
fox,"TAX_FNCACT_LEADER,22",3.315032592623533e-06,209092.1163497175,0.0005436957780120544,29,,2016-09-07 03:00:00,2016
fox,"TAX_FNCACT_MAN,5",1.34134812369409e-35,5.167541284144858e+34,0.0,78,,2016-07-27 13:00:00,2016
fox,"TAX_FNCACT_MAYOR,19",1.2330314282884106e-05,56214.883469930144,0.011589524167747944,20,,2016-12-13 15:30:00,2016
fox,"TAX_FNCACT_MINISTER,746",5.4170331278920994e-05,12795.697648422281,0.04054774434195385,5,,2016-04-21 13:15:00,2016
fox,"TAX_FNCACT_PRESIDENT,100",5.188407016149162e-36,1.3359537491998835e+35,0.0,25,,2016-04-09 17:30:00,2016
fox,"TAX_FNCACT_PRESIDENT,102",1.1167421108489233e-35,6.206868835930524e+34,0.0,34,,2016-01-02 16:45:00,2016
fox,"TAX_FNCACT_PRESIDENT,103",2.5003614520567046e-35,2.772187917030108e+34,0.0,27,,2016-02-23 12:15:00,2016
fox,"TAX_FNCACT_PRESIDENT,107",1.465712400953433e-35,4.72908041242647e+34,0.0,37,,2016-04-02 16:30:00,2016
fox,"TAX_FNCACT_PRESIDENT,115",1.5085238771995845e-35,4.5948704626850185e+34,0.0,28,,2016-01-05 02:45:00,2016
fox,"TAX_FNCACT_PRESIDENT,116",5.989047345098651e-36,1.1573579913793917e+35,0.0,26,,2016-02-13 17:15:00,2016
fox,"TAX_FNCACT_PRESIDENT,133",3.0693642220545094e-35,2.258276080692634e+34,0.0,28,,2016-07-19 20:15:00,2016
fox,"TAX_FNCACT_PRESIDENT,135",2.009558757838998e-35,3.4492506270646648e+34,0.0,26,,2016-03-30 16:45:00,2016
fox,"TAX_FNCACT_PRESIDENT,144",1.699974577712583e-35,4.0773973308037115e+34,0.0,25,,2016-02-12 16:45:00,2016
fox,"TAX_FNCACT_PRESIDENT,147",7.828038822571578e-36,8.854672240016313e+34,0.0,26,,2016-01-13 23:45:00,2016
fox,"TAX_FNCACT_PRESIDENT,152",4.1241254066910887e-36,1.680713150563669e+35,0.0,25,,2016-01-16 07:00:00,2016
fox,"TAX_FNCACT_PRESIDENT,154",1.3211735328733646e-35,5.246450699420603e+34,0.0,26,,2016-08-02 04:45:00,2016
fox,"TAX_FNCACT_PRESIDENT,163",6.535383697070747e-35,1.0606067106214801e+34,0.0,31,,2016-01-15 18:00:00,2016
fox,"TAX_FNCACT_PRESIDENT,17",3.666203175005345e-36,1.8906403913605653e+35,0.0,25,,2016-02-16 19:45:00,2016
fox,"TAX_FNCACT_PRESIDENT,170",1.7660967700657843e-35,3.9247406614878e+34,0.0,36,,2016-07-01 20:00:00,2016
fox,"TAX_FNCACT_PRESIDENT,177",4.7951519034600493e-35,1.445516627032794e+34,0.0,31,,2016-06-24 02:00:00,2016
fox,"TAX_FNCACT_PRESIDENT,178",9.163906840032683e-36,7.5638828794278e+34,0.0,26,,2016-04-13 14:00:00,2016
fox,"TAX_FNCACT_PRESIDENT,193",8.276833721669217e-36,8.374545192870637e+34,0.0,27,,2016-01-28 18:00:00,2016
fox,"TAX_FNCACT_PRESIDENT,197",2.687415557976168e-35,2.579233340012137e+34,0.0,27,,2016-04-07 12:30:00,2016
fox,"TAX_FNCACT_PRESIDENT,200",1.6276348086376285e-35,4.258616102835298e+34,0.0,27,,2016-05-14 05:15:00,2016
fox,"TAX_FNCACT_PRESIDENT,201",2.2702699233647564e-35,3.0531487618557494e+34,0.0,27,,2016-02-16 16:15:00,2016
fox,"TAX_FNCACT_PRESIDENT,203",5.653219877820684e-35,1.226110421212121e+34,0.0,28,,2016-02-12 17:15:00,2016
fox,"TAX_FNCACT_PRESIDENT,213",1.006424718569823e-35,6.887223333951298e+34,0.0,30,,2016-09-14 20:15:00,2016
fox,"TAX_FNCACT_PRESIDENT,222",1.4390721251609234e-35,4.816625716257513e+34,0.0,26,,2016-01-11 04:30:00,2016
fox,"TAX_FNCACT_PRESIDENT,310",1.9192802189356124e-35,3.6114954644004425e+34,0.0,26,,2016-01-25 17:45:00,2016
fox,"TAX_FNCACT_PRESIDENT,44",1.237721472906424e-35,5.600187083547105e+34,0.0,26,,2016-01-13 16:15:00,2016
fox,"TAX_FNCACT_PRESIDENT,48",1.9964633992950873e-35,3.471875220976664e+34,0.0,36,,2016-03-17 13:30:00,2016
fox,"TAX_FNCACT_PRESIDENT,56",4.601198653119061e-35,1.5064491512229635e+34,0.0,28,,2016-04-13 14:00:00,2016
fox,"TAX_FNCACT_PRESIDENT,57",7.472654999083361e-36,9.275781909441433e+34,0.0,39,,2016-02-27 13:15:00,2016
fox,"TAX_FNCACT_PRESIDENT,64",4.3125016282045094e-36,1.6072972031515129e+35,0.0,35,,2016-01-04 21:30:00,2016
fox,"TAX_FNCACT_PRESIDENT,640",3.6078643670187614e-05,19212.118584510546,0.09601037362195741,14,,2016-03-30 16:45:00,2016
fox,"TAX_FNCACT_PRESIDENT,68",1.3568093843469405e-35,5.108655560291329e+34,0.0,25,,2016-01-06 04:45:00,2016
fox,"TAX_FNCACT_PRESIDENT,687",3.8991384281947395e-05,17776.93183570467,0.15815227823002742,11,,2016-03-10 19:45:00,2016
fox,"TAX_FNCACT_PRESIDENT,69",1.2909395002069177e-35,5.369323507792925e+34,0.0,28,,2020-01-18 19:15:00,2020
fox,"TAX_FNCACT_PRESIDENT,89",4.824717855175698e-35,1.436658476964356e+34,0.0,29,,2016-01-10 21:15:00,2016
fox,"TAX_FNCACT_PRESIDENT,95",3.0100383606999356e-35,2.302785205696731e+34,0.0,28,,2016-04-01 07:30:00,2016
fox,"TAX_FNCACT_PRESIDENT,96",4.137055487133128e-36,1.6754601979976785e+35,0.0,25,,2016-03-21 08:15:00,2016
fox,"TAX_FNCACT_PRINCE,6",1.649800070118712e-05,42014.0108558772,0.045167851888787136,42,,2016-07-23 20:45:00,2016
fox,"TAX_FNCACT_SPEAKER,13",1.8121111392461837e-35,3.8250809541863206e+34,0.0,47,,2016-05-09 17:15:00,2016
fox,"TAX_POLITICAL_PARTY_REPUBLICAN,10",1.906123139137572e-35,3.636423934675913e+34,0.0,70,,2016-04-26 23:15:00,2016
fox,"TAX_POLITICAL_PARTY_REPUBLICAN,259",6.598938998256102e-05,10503.918595748844,0.3016161798873137,5,,2016-03-28 15:30:00,2016
fox,"TAX_WORLDMAMMALS_FOX,101",9.200559253201489e-35,7.533750519771426e+33,0.0,30,,2016-05-03 18:30:00,2016
fox,"TAX_WORLDMAMMALS_FOX,14",2.4678821534239936e-35,2.808672122363127e+34,0.0,43,,2016-07-14 01:00:00,2016
fox,"TAX_WORLDMAMMALS_FOX,141",2.411672180523616e-35,2.874135158823497e+34,0.0,26,,2016-12-15 22:30:00,2016
fox,"TAX_WORLDMAMMALS_FOX,147",2.9842561372372934e-35,2.322679919832999e+34,0.0,25,,2016-02-24 05:45:00,2016
fox,"TAX_WORLDMAMMALS_FOX,19",4.110669542096278e-05,16862.14796547396,0.1454120485043594,24,,2016-02-20 05:30:00,2016
fox,"TAX_WORLDMAMMALS_FOX,282",5.834599390495937e-05,11879.944691473123,0.12873197990060392,11,,2020-03-04 16:00:00,2020
fox,"TAX_WORLDMAMMALS_FOX,51",8.21514013815867e-06,84374.35867226805,0.002542590243209797,124,,2016-03-01 23:15:00,2016
fox,"TAX_WORLDMAMMALS_FOX,58",4.420677481544383e-35,1.5679659587330748e+34,0.0,31,,2016-07-01 10:00:00,2016
fox,"TAX_WORLDMAMMALS_FOX,62",8.705073201601768e-05,7962.565787871875,0.582570871332412,11,,2016-02-21 05:00:00,2016
fox,"TAX_WORLDMAMMALS_FOX,8",0.0007185449080519,964.6539454843366,0.019504697631402834,841,,2024-01-22 17:30:00,2024
fox,"TAX_WORLDMAMMALS_FOX,90",1.7646857251122688e-05,39278.788891197466,0.005297401110908373,135,,2016-03-09 10:45:00,2016
fox,"TAX_WORLDMAMMALS_FOX,95",2.602352447640223e-35,2.663540755935967e+34,0.0,25,,2016-04-18 14:45:00,2016
fox,"TAX_WORLDMAMMALS_FOX,99",8.551790309317104e-06,81052.87378302147,0.00652828371797709,135,,2016-12-14 22:30:00,2016
msnbc,"TAX_DISEASE_CORONAVIRUS,101",0.00011314983683797619,6125.922934846921,0.01976355776919747,29,,2020-02-07 18:15:00,2020
msnbc,"TAX_DISEASE_CORONAVIRUS,106",0.0002689283468416486,2577.441867696033,0.03132622865763712,14,,2020-02-29 23:00:00,2020
msnbc,"TAX_DISEASE_CORONAVIRUS,109",0.0003224403107580787,2149.6914543045505,0.06918550197041728,16,,2020-03-09 18:00:00,2020
msnbc,"TAX_DISEASE_CORONAVIRUS,11",0.0001521270906016528,4556.369137269326,0.02213630264605515,37,,2020-03-02 23:45:00,2020
msnbc,"TAX_DISEASE_CORONAVIRUS,110",0.00041050743084296824,1688.5131144558877,0.02310430639069605,16,,2020-02-24 13:00:00,2020
msnbc,"TAX_DISEASE_CORONAVIRUS,117",0.00029205823722708177,2373.3183735578323,0.0480031326782544,15,,2020-03-19 06:45:00,2020
msnbc,"TAX_DISEASE_CORONAVIRUS,120",0.0001855494154639786,3735.6473413116655,0.02548227333774611,20,,2020-02-01 20:15:00,2020
msnbc,"TAX_DISEASE_CORONAVIRUS,129",0.0002781083257005427,2492.364005334748,0.0649110370164716,12,,2020-03-10 18:45:00,2020
msnbc,"TAX_DISEASE_CORONAVIRUS,141",0.0003378842774991811,2051.433661519291,0.05151464646959791,12,,2020-03-12 16:15:00,2020
msnbc,"TAX_DISEASE_CORONAVIRUS,143",0.00047614966512032507,1455.733840293228,0.046340851402142724,14,,2020-03-13 13:30:00,2020
msnbc,"TAX_DISEASE_CORONAVIRUS,15",0.00022406910353619424,3093.4527323084512,0.0015394481306181262,33,,2020-02-08 19:45:00,2020
msnbc,"TAX_DISEASE_CORONAVIRUS,150",0.0016456961359441078,421.1878277044739,0.15524856748726656,5,,2020-03-09 02:30:00,2020
msnbc,"TAX_DISEASE_CORONAVIRUS,163",0.00045409931575359896,1526.4219885679308,0.0991775035133976,10,,2020-02-28 13:45:00,2020
msnbc,"TAX_DISEASE_CORONAVIRUS,167",0.00016057066207219298,4316.773510271163,0.01352111702544423,8,,2020-03-20 04:45:00,2020
